127.0.0.1 - - [23/Nov/2021:10:03:14 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:14 +0530] "GET /log/ HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:14 +0530] "GET /log/ HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:15 +0530] "GET /log/resources/styles/welcome.css HTTP/1.1" 200 1333
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:15 +0530] "GET /log/resources/styles/wel.jpg HTTP/1.1" 200 1861596
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:16 +0530] "GET /log/ HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:16 +0530] "GET /log/resources/styles/welcome.css;jsessionid=F9610612BE28332FA44F16BE04DA3404 HTTP/1.1" 200 1333
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:16 +0530] "GET /log/resources/styles/wel.jpg HTTP/1.1" 200 1861596
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:35 +0530] "GET /log/login HTTP/1.1" 200 741
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:35 +0530] "GET /log/resources/styles/login.css HTTP/1.1" 200 1344
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:37 +0530] "POST /log/j_spring_security_check HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:37 +0530] "GET /log/dashboard HTTP/1.1" 200 1062
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:37 +0530] "GET /log/resources/styles/dashboard.css HTTP/1.1" 200 1501
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:37 +0530] "GET /log/resources/styles/bg6.jpg HTTP/1.1" 200 807364
0:0:0:0:0:0:0:1 - - [23/Nov/2021:10:03:41 +0530] "GET /log/user/ask_q HTTP/1.1" 200 1999
